artist,genre
Huey_Lewis_and_The_News,Unknown
The_Blue_Diamonds,indorock
Fourplay,smooth jazz
Lionel_Richie,motown
The_Weather_Girls,Unknown
Anastacia,Unknown
Cake,alternative rock
Sublime,reggae rock
Destiny_s_Child,r&b
Izabella,gospel
Poco,cuarteto
Mike_Reno,Unknown
Henry_Arland,orchestra
Armani,Unknown
Wings,hindi hip hop
Burt_Bacharach,adult standards
Marcy_Playground,Unknown
Bonnie_Tyler,Unknown
Sorrenti,italo dance
The_Trammps,disco
Cornelius_Brothers,motown
"DULFER,_CANDY",smooth jazz
Brewer_And_Shipley,Unknown
Joan_Osborne,Unknown
E-Rotic,eurodance
Alanis_Morissette,Unknown
The_Rooftop_Singers,Unknown
Tool,progressive metal
Borg_Andy,schlager
Missy_Elliott,hip hop
Ross,southern hip hop
The_Commitments,Unknown
Jackson_5,motown
Norman_Greenbaum,classic rock
Queen,classic rock
Tommy_James,Unknown
Right_Said_Fred,Unknown
Steve_Winwood,soft rock
Soundgarden,grunge
Local_H,grunge
Nina_Simone,vocal jazz
Raffaella_Carra,Unknown
Louis_Prima,swing music
The_Cranberries,Unknown
Michael_Sembello,Unknown
Percy_Faith,orchestra
Lou_Reed,glam rock
Redbone,Unknown
Vanilla_Ice,Unknown
ABBA,Unknown
Van_Halen,glam metal
Ocean_Colour_Scene,britpop
Gerard_Joling,nederpop
"Torriani,_Vico",schlager
Nick_Berry,Unknown
Billy_Ocean,Unknown
Chuck_Berry,rockabilly
Player,duranguense
Blue_System,italo disco
Dance_2_Trance,Unknown
Leo_Sayer,soft rock
The_Bluebells,jangle pop
Toy_Boy,Unknown
Ram_Jam,southern rock
Eric_Carmen,Unknown
Conquistador,sierreño
Whiteman_Paul_and_His_Orchestra,ragtime
The_Syndicate_of_Sound,Unknown
"CORDALIS,COSTA",schlager
Mouskouri_Nana,schlager
Backstreet_Boys,Unknown
El_DeBarge,new jack swing
The_Doobie_Brothers,classic rock
Matia_Bazar,italo dance
Steve_Miller_Band,classic rock
BZN,opera
Elliot,hip hop
Joe_Dolce,Unknown
Hole,Unknown
Don_McLean,Unknown
Oliver,Unknown
Spinners,philly soul
Bachman-Turner_Overdrive,classic rock
Oberkrainer,polka
Chris_Barber_s_Jazz_Band,Unknown
Sergio_Franchi,Unknown
Lisa_Lisa,k-pop
Taco,Unknown
Gatto_Panceri,italian singer-songwriter
Marc_Almond,dark cabaret
Red_5,Unknown
Meat_Loaf,Unknown
Basia,smooth jazz
Eddie_Money,classic rock
Marc_Cohn,Unknown
Huub_Hangop,Unknown
Peter_Allen,album rock
